MAC,Timestamp,Latitude,Longitude,HorizontalAccuracy,Altitude,VerticalAccuracy,Speed,Course,Confidence
64:a0:e7:90:fc:72,363198767.554628,38.88004052,-77.11440408,42.0,101.0,18.0,-1.0,-1.0,50
0:26:b8:2a:41:43,363198767.554628,38.880737,-77.11499464,42.0,128.0,39.0,-1.0,-1.0,50
0:26:b8:a4:9c:b5,363198767.554628,38.88099139,-77.11470067,44.0,154.0,40.0,-1.0,-1.0,50
0:25:4b:2:4c:7b,363198767.554628,38.88077622,-77.11497288,42.0,132.0,46.0,-1.0,-1.0,50
0:18:1:ff:ed:5f,363198767.554628,38.8808763,-77.11488735,43.0,151.0,44.0,-1.0,-1.0,50
0:26:b8:18:f9:f9,363198767.554628,38.88091564,-77.11484074,45.0,151.0,50.0,-1.0,-1.0,50
0:26:62:7d:1e:2a,363198767.554628,38.88091099,-77.1148498,52.0,135.0,39.0,-1.0,-1.0,50
0:26:f3:f9:2c:ea,363198767.554628,38.88097459,-77.11474859,63.0,135.0,40.0,-1.0,-1.0,50
4:1e:64:f2:1:87,363198767.554628,38.88078486,-77.11497229,50.0,129.0,43.0,-1.0,-1.0,50
0:1e:2a:56:58:3a,363198767.554628,38.88077688,-77.11497831,51.0,140.0,37.0,-1.0,-1.0,50
0:1f:90:f0:1c:dd,363198767.554628,38.88087594,-77.11489552,51.0,125.0,41.0,-1.0,-1.0,50
0:7f:28:a:a2:31,363198767.554628,38.8809157,-77.11484974,51.0,139.0,55.0,-1.0,-1.0,50
0:7f:28:14:ab:a1,363198767.554628,38.88081961,-77.1149525,53.0,128.0,40.0,-1.0,-1.0,50
0:16:b6:6c:eb:c7,363198767.554628,38.88090801,-77.11486613,45.0,132.0,49.0,-1.0,-1.0,50
0:1e:52:79:88:49,363198767.554628,38.88089495,-77.1148824,68.0,132.0,43.0,-1.0,-1.0,50
0:26:f3:cd:9:fa,363198767.554628,38.881011,-77.11409771,71.0,135.0,37.0,-1.0,-1.0,50
0:24:14:e8:6f:e0,363198767.554628,38.88058364,-77.11373156,44.0,132.0,10.0,-1.0,-1.0,50
0:26:f3:f9:2c:eb,363198767.554628,38.88085329,-77.11493504,169.0,128.0,33.0,-1.0,-1.0,50
68:7f:74:d2:79:ce,363198767.554628,38.88002359,-77.11444562,47.0,104.0,23.0,-1.0,-1.0,50
0:26:62:b0:bb:e5,363198767.554628,38.88094723,-77.11482268,47.0,134.0,42.0,-1.0,-1.0,50
0:26:b8:18:27:36,363198767.554628,38.8810147,-77.11410206,63.0,138.0,40.0,-1.0,-1.0,50
0:26:b8:a1:d0:ff,363198767.554628,38.88094699,-77.11396867,43.0,146.0,48.0,-1.0,-1.0,50
0:1f:90:fa:9a:98,363198767.554628,38.88086664,-77.11492526,45.0,131.0,48.0,-1.0,-1.0,50
0:1f:90:f0:ee:85,363198767.554628,38.88091111,-77.11487627,43.0,148.0,50.0,-1.0,-1.0,50
0:24:b2:6:ed:6,363198767.554628,38.88089448,-77.11489909,51.0,135.0,44.0,-1.0,-1.0,50
0:1f:33:3c:bb:62,363198767.554628,38.88094574,-77.11483287,91.0,125.0,46.0,-1.0,-1.0,50
0:18:fe:d0:53:a3,363198767.554628,38.88014489,-77.11395782,50.0,114.0,32.0,-1.0,-1.0,50
c4:3d:c7:a1:a0:60,363198767.554628,38.88097226,-77.11479115,85.0,180.0,82.0,-1.0,-1.0,50
0:1e:e5:2f:ad:44,363198767.554628,38.88079416,-77.11499124,58.0,125.0,42.0,-1.0,-1.0,50
0:26:f3:f9:35:99,363198767.554628,38.88099062,-77.11475938,45.0,153.0,39.0,-1.0,-1.0,50
0:18:39:71:9a:b3,363198767.554628,38.88085848,-77.11494147,80.0,136.0,41.0,-1.0,-1.0,50
0:18:f8:52:95:9b,363198767.554628,38.88091546,-77.11391162,47.0,141.0,45.0,-1.0,-1.0,50
0:1f:90:d5:31:c4,363198767.554628,38.88088792,-77.11491394,88.0,133.0,39.0,-1.0,-1.0,50
c0:3f:e:94:29:e9,363198767.554628,38.88088285,-77.11491978,49.0,134.0,42.0,-1.0,-1.0,50
0:26:f3:f9:35:9a,363198767.554628,38.88100713,-77.11473196,45.0,157.0,36.0,-1.0,-1.0,50
60:33:4b:e7:9c:39,363198767.554628,38.8808344,-77.11496931,42.0,147.0,46.0,-1.0,-1.0,50
0:26:62:b4:83:c8,363198767.554628,38.88091343,-77.11489039,45.0,136.0,40.0,-1.0,-1.0,50
0:f:66:b1:6c:1,363198767.554628,38.880858,-77.11495,44.0,146.0,44.0,-1.0,-1.0,50
0:26:f3:cd:3c:f9,363198767.554628,38.88092708,-77.11487388,51.0,129.0,47.0,-1.0,-1.0,50
0:1f:90:c9:44:cc,363198767.554628,38.8808757,-77.11493313,43.0,137.0,46.0,-1.0,-1.0,50
30:46:9a:a1:55:ee,363198767.554628,38.88098227,-77.11478948,98.0,135.0,60.0,-1.0,-1.0,50
0:14:6c:60:80:a0,363198767.554628,38.88081896,-77.11498349,60.0,133.0,40.0,-1.0,-1.0,50
0:1f:33:c5:52:16,363198767.554628,38.88079607,-77.1150006,63.0,123.0,45.0,-1.0,-1.0,50
0:1f:90:e2:ed:c7,363198767.554628,38.88094043,-77.11486142,65.0,139.0,39.0,-1.0,-1.0,50
0:7f:28:2d:34:7e,363198767.554628,38.88095051,-77.114847,59.0,131.0,35.0,-1.0,-1.0,50
0:25:9c:4c:39:be,363198767.554628,38.88096046,-77.1148343,45.0,128.0,39.0,-1.0,-1.0,50
94:44:52:5:51:13,363198767.554628,38.88091838,-77.11489325,45.0,132.0,39.0,-1.0,-1.0,50
0:18:f8:17:86:a,363198767.554628,38.880773,-77.11502099,53.0,128.0,38.0,-1.0,-1.0,50
0:26:b8:ad:c2:41,363198767.554628,38.88102281,-77.11472183,60.0,137.0,37.0,-1.0,-1.0,50
0:26:f3:cd:3c:fb,363198767.554628,38.88093739,-77.11487776,60.0,133.0,45.0,-1.0,-1.0,50
0:7f:28:10:8e:1a,363198767.554628,38.88092315,-77.11489659,62.0,128.0,36.0,-1.0,-1.0,50
0:26:f3:cd:9:fb,363198767.554628,38.88102817,-77.11407637,67.0,136.0,43.0,-1.0,-1.0,50
0:7f:28:14:8b:79,363198767.554628,38.88102036,-77.11405509,63.0,129.0,44.0,-1.0,-1.0,50
64:a0:e7:90:fc:71,363198767.554628,38.87999916,-77.11438322,42.0,102.0,24.0,-1.0,-1.0,50
0:18:f8:19:59:78,363198767.554628,38.88102251,-77.11473625,57.0,135.0,50.0,-1.0,-1.0,50
0:18:1:f2:45:c4,363198767.554628,38.88088601,-77.11494857,66.0,125.0,35.0,-1.0,-1.0,50
0:26:62:a5:d4:5,363198767.554628,38.88099437,-77.1139853,61.0,140.0,42.0,-1.0,-1.0,50
0:13:46:8:19:d8,363198767.554628,38.88096052,-77.11486387,65.0,127.0,32.0,-1.0,-1.0,50
0:18:1:f2:4e:20,363198767.554628,38.88094037,-77.11489194,57.0,129.0,40.0,-1.0,-1.0,50
0:18:1:ef:41:73,363198767.554628,38.88091576,-77.11492305,46.0,144.0,60.0,-1.0,-1.0,50
0:26:62:b4:72:4f,363198767.554628,38.88083589,-77.11499971,43.0,143.0,46.0,-1.0,-1.0,50
0:7f:28:12:cf:2a,363198767.554628,38.88097733,-77.11484074,58.0,132.0,36.0,-1.0,-1.0,50
20:37:6:a4:88:64,363198767.554628,38.88099789,-77.11480855,42.0,155.0,43.0,-1.0,-1.0,50
0:26:b8:52:eb:ef,363198767.554628,38.88096457,-77.11486405,62.0,143.0,32.0,-1.0,-1.0,50
0:18:1:f7:55:58,363198767.554628,38.88100516,-77.11479783,84.0,131.0,39.0,-1.0,-1.0,50
44:d8:84:6a:91:f7,363198767.554628,38.88106727,-77.11464649,57.0,147.0,39.0,-1.0,-1.0,50
68:7f:74:d2:79:cf,363198767.554628,38.87999159,-77.11449462,68.0,104.0,26.0,-1.0,-1.0,50
e0:46:9a:3f:1:a2,363198767.554628,38.88087052,-77.11497682,44.0,135.0,48.0,-1.0,-1.0,50
0:26:b8:b3:a3:39,363198767.554628,38.88089466,-77.11495363,42.0,137.0,42.0,-1.0,-1.0,50
0:26:b8:16:d:13,363198767.554628,38.88087636,-77.11497169,42.0,135.0,42.0,-1.0,-1.0,50
0:26:62:44:ef:53,363198767.554628,38.88079786,-77.11503934,44.0,130.0,41.0,-1.0,-1.0,50
c8:4c:75:20:97:a4,363198767.554628,38.88077682,-77.1137408,48.0,130.0,35.0,-1.0,-1.0,50
20:37:6:a4:88:63,363198767.554628,38.88100117,-77.11481976,42.0,153.0,43.0,-1.0,-1.0,50
6c:50:4d:aa:a5:61,363198767.554628,38.88000851,-77.11462622,48.0,108.0,23.0,-1.0,-1.0,50
0:26:f3:f9:2c:e9,363198767.554628,38.8808481,-77.1150065,197.0,132.0,30.0,-1.0,-1.0,50
0:1d:d1:30:19:30,363198767.554628,38.8807972,-77.11504417,92.0,128.0,46.0,-1.0,-1.0,50
0:26:b8:b5:ee:a6,363198767.554628,38.88088893,-77.11497288,47.0,128.0,37.0,-1.0,-1.0,50
8:86:3b:2b:45:94,363198767.554628,38.88088852,-77.11497336,65.0,132.0,41.0,-1.0,-1.0,50
68:7f:74:c1:38:a8,363198767.554628,38.8808394,-77.11501848,50.0,135.0,45.0,-1.0,-1.0,50
0:26:b8:53:3e:f,363198767.554628,38.88093358,-77.11492764,48.0,132.0,43.0,-1.0,-1.0,50
0:26:f3:cd:3c:fa,363198767.554628,38.88095116,-77.11490654,55.0,127.0,48.0,-1.0,-1.0,50
0:24:1:3d:4d:af,363198767.554628,38.8810538,-77.11472332,128.0,143.0,34.0,-1.0,-1.0,50
0:22:3f:77:65:2c,363198767.554628,38.88092148,-77.11384904,47.0,144.0,48.0,-1.0,-1.0,50
18:87:96:f0:43:79,363198767.554628,38.88102537,-77.11479014,191.0,105.0,21.0,-1.0,-1.0,50
0:26:62:da:a4:1,363198767.554628,38.88111221,-77.11447989,57.0,143.0,38.0,-1.0,-1.0,50
0:26:f3:f9:35:9b,363198767.554628,38.88105738,-77.11472076,52.0,157.0,41.0,-1.0,-1.0,50
0:1f:90:fd:6:cc,363198767.554628,38.88097047,-77.1148855,56.0,137.0,50.0,-1.0,-1.0,50
0:1d:7e:db:c2:e,363198767.554628,38.88105106,-77.11474156,182.0,145.0,37.0,-1.0,-1.0,50
0:21:29:c4:4b:9e,363198767.554628,38.8810262,-77.11479586,133.0,142.0,34.0,-1.0,-1.0,50
0:1f:90:ca:c0:68,363198767.554628,38.88081955,-77.11504191,44.0,129.0,43.0,-1.0,-1.0,50
0:17:c5:6:84:a3,363198767.554628,38.88081622,-77.11374831,42.0,138.0,39.0,-1.0,-1.0,50
0:26:b8:48:9b:75,363198767.554628,38.88075518,-77.11508202,45.0,130.0,36.0,-1.0,-1.0,50
0:1f:90:f0:43:ae,363198767.554628,38.88099473,-77.11485803,57.0,137.0,41.0,-1.0,-1.0,50
0:18:f8:55:44:98,363198767.554628,38.88089603,-77.11498439,64.0,128.0,39.0,-1.0,-1.0,50
20:37:6:a4:88:60,363198767.554628,38.88099753,-77.11486297,44.0,153.0,43.0,-1.0,-1.0,50
64:a0:e7:89:64:e1,363198767.554628,38.88008588,-77.11485397,81.0,139.0,5.0,-1.0,-1.0,50
c4:3d:c7:a4:ed:50,363198767.554628,38.8809694,-77.11388677,47.0,141.0,36.0,-1.0,-1.0,50
0:23:5e:79:f9:84,363198767.554628,38.88088673,-77.11499977,47.0,137.0,40.0,-1.0,-1.0,50
0:7f:28:28:17:fc,363198767.554628,38.88106602,-77.11473071,42.0,147.0,38.0,-1.0,-1.0,50
0:7f:28:4:95:40,363198767.554628,38.88100314,-77.1148597,65.0,136.0,37.0,-1.0,-1.0,50
0:1f:90:d9:2a:94,363198767.554628,38.88081932,-77.11505806,43.0,134.0,46.0,-1.0,-1.0,50
0:26:b8:a9:c9:da,363198767.554628,38.88098448,-77.11489206,44.0,129.0,38.0,-1.0,-1.0,50
0:26:62:b4:fa:c,363198767.554628,38.88090246,-77.11499059,49.0,140.0,50.0,-1.0,-1.0,50
0:18:1:f4:ed:5a,363198767.554628,38.88086533,-77.11502701,67.0,136.0,39.0,-1.0,-1.0,50
0:23:69:8c:44:99,363198767.554628,38.88054019,-77.11364418,185.0,111.0,29.0,-1.0,-1.0,50
0:18:1:f9:e1:d6,363198767.554628,38.88101416,-77.11485385,58.0,142.0,42.0,-1.0,-1.0,50
0:24:6c:67:e6:81,363198767.554628,38.88109761,-77.11466628,53.0,127.0,9.0,-1.0,-1.0,50
0:26:f3:cd:3c:f8,363198767.554628,38.88105183,-77.1147921,58.0,143.0,52.0,-1.0,-1.0,50
0:24:6c:67:d9:81,363198767.554628,38.88080662,-77.11507815,44.0,139.0,7.0,-1.0,-1.0,50
0:24:6c:67:d9:80,363198767.554628,38.88106507,-77.11476391,56.0,149.0,11.0,-1.0,-1.0,50
0:26:62:62:8c:7,363198767.554628,38.88106209,-77.11477476,49.0,149.0,44.0,-1.0,-1.0,50
94:44:52:17:b2:9b,363198767.554628,38.8810541,-77.11479371,58.0,140.0,39.0,-1.0,-1.0,50
0:1f:90:e5:e0:a7,363198767.554628,38.88091003,-77.11500132,42.0,143.0,44.0,-1.0,-1.0,50
0:26:62:75:3d:76,363198767.554628,38.88101047,-77.11391657,51.0,140.0,36.0,-1.0,-1.0,50
0:26:62:48:c8:af,363198767.554628,38.88103216,-77.1148402,83.0,133.0,37.0,-1.0,-1.0,50
0:24:6c:67:e4:0,363198767.554628,38.88090145,-77.11501151,42.0,148.0,35.0,-1.0,-1.0,50
0:24:6c:67:e0:80,363198767.554628,38.88111835,-77.11463218,43.0,148.0,35.0,-1.0,-1.0,50
0:26:62:f3:73:48,363198767.554628,38.88081604,-77.11509031,43.0,131.0,39.0,-1.0,-1.0,50
0:18:1:fd:e1:14,363198767.554628,38.88110053,-77.11470937,78.0,138.0,43.0,-1.0,-1.0,50
0:18:fe:d0:63:c5,363198767.554628,38.88018363,-77.11377221,60.0,109.0,17.0,-1.0,-1.0,50
0:24:6c:67:e4:1,363198767.554628,38.8808813,-77.11504542,42.0,158.0,47.0,-1.0,-1.0,50
74:91:1a:28:20:e8,363198767.554628,38.88100612,-77.1149072,45.0,158.0,47.0,-1.0,-1.0,50
58:6d:8f:b1:48:cb,363198767.554628,38.88101983,-77.11390501,46.0,141.0,42.0,-1.0,-1.0,50
0:24:b2:97:48:4a,363198767.554628,38.88092923,-77.11500465,58.0,126.0,37.0,-1.0,-1.0,50
0:1f:90:e4:70:c3,363198767.554628,38.8811286,-77.11415779,68.0,133.0,47.0,-1.0,-1.0,50
0:24:6c:67:d6:0,363198767.554628,38.88109052,-77.11475586,45.0,202.0,5.0,-1.0,-1.0,50
0:26:b8:b5:eb:34,363198767.554628,38.88100332,-77.11492675,76.0,130.0,41.0,-1.0,-1.0,50
94:44:52:60:b9:d5,363198767.554628,38.88114589,-77.11421,73.0,146.0,34.0,-1.0,-1.0,50
0:24:6c:67:da:c0,363198767.554628,38.88114559,-77.1145966,46.0,146.0,34.0,-1.0,-1.0,50
0:13:10:99:63:47,363198767.554628,38.88106906,-77.11396765,57.0,127.0,37.0,-1.0,-1.0,50
0:23:5e:79:f9:80,363198767.554628,38.88092488,-77.11503022,45.0,145.0,40.0,-1.0,-1.0,50
0:7f:28:11:dc:fb,363198767.554628,38.8810628,-77.11394929,49.0,123.0,52.0,-1.0,-1.0,50
0:26:b8:48:67:d9,363198767.554628,38.88098073,-77.1149733,88.0,130.0,36.0,-1.0,-1.0,50
0:26:b8:38:51:e4,363198767.554628,38.88111966,-77.11471962,42.0,146.0,41.0,-1.0,-1.0,50
0:23:5e:79:f9:83,363198767.554628,38.88091075,-77.11505299,46.0,150.0,41.0,-1.0,-1.0,50
0:26:b8:41:e9:58,363198767.554628,38.8809517,-77.11501425,69.0,129.0,37.0,-1.0,-1.0,50
0:26:62:cf:35:7a,363198767.554628,38.88102662,-77.11492091,52.0,137.0,42.0,-1.0,-1.0,50
0:24:6c:67:e4:81,363198767.554628,38.88088458,-77.11507904,52.0,160.0,45.0,-1.0,-1.0,50
0:26:f3:f9:2c:e8,363198767.554628,38.88109272,-77.11480683,139.0,139.0,34.0,-1.0,-1.0,50
0:17:f2:e3:39:f3,363198767.554628,38.88117218,-77.1145237,88.0,132.0,51.0,-1.0,-1.0,50
0:1f:90:ca:6b:50,363198767.554628,38.88095778,-77.11502182,51.0,136.0,39.0,-1.0,-1.0,50
0:1f:6c:ca:f1:e0,363198767.554628,38.88112115,-77.11475402,51.0,142.0,51.0,-1.0,-1.0,50
0:7f:28:d:6a:47,363198767.554628,38.88106983,-77.11392658,51.0,140.0,41.0,-1.0,-1.0,50
0:26:b8:98:7:a6,363198767.554628,38.8811028,-77.11399048,59.0,143.0,28.0,-1.0,-1.0,50
0:18:1:f2:18:b0,363198767.554628,38.8811354,-77.11471897,52.0,144.0,32.0,-1.0,-1.0,50
0:17:c5:77:65:c3,363198767.554628,38.8800624,-77.11385339,42.0,106.0,24.0,-1.0,-1.0,50
10:9a:dd:83:1e:91,363198767.554628,38.88074946,-77.11361449,45.0,145.0,33.0,-1.0,-1.0,50
b4:7:f9:c2:d7:25,363198767.554628,38.88080233,-77.11363381,175.0,131.0,31.0,-1.0,-1.0,50
0:17:c5:77:65:c4,363198767.554628,38.88006049,-77.11384183,42.0,111.0,30.0,-1.0,-1.0,50
0:26:62:cb:88:4f,363198767.554628,38.88072299,-77.11519634,45.0,142.0,41.0,-1.0,-1.0,50
0:12:e:83:6c:d7,363198767.554628,38.88093668,-77.11506074,45.0,143.0,44.0,-1.0,-1.0,50
0:18:1:fb:b4:ac,363198767.554628,38.88104963,-77.11387133,47.0,144.0,28.0,-1.0,-1.0,50
0:24:6c:67:db:40,363198767.554628,38.88114029,-77.11473494,50.0,87.0,5.0,-1.0,-1.0,50
0:16:b6:f2:ac:4b,363198767.554628,38.88118737,-77.11455821,59.0,146.0,31.0,-1.0,-1.0,50
0:22:75:ec:f9:db,363198767.554628,38.88115912,-77.11408877,73.0,139.0,48.0,-1.0,-1.0,50
0:18:f8:52:ed:19,363198767.554628,38.88102,-77.11498242,60.0,123.0,37.0,-1.0,-1.0,50
0:18:1:ff:30:bf,363198767.554628,38.88109195,-77.11487108,56.0,143.0,44.0,-1.0,-1.0,50
0:1f:90:dd:ec:c,363198767.554628,38.88106477,-77.11387217,43.0,139.0,41.0,-1.0,-1.0,50
0:1f:90:d4:68:bc,363198767.554628,38.88099247,-77.11377096,67.0,139.0,50.0,-1.0,-1.0,50
0:26:62:5d:63:3d,363198767.554628,38.88111162,-77.11484634,59.0,132.0,38.0,-1.0,-1.0,50
0:24:6c:67:e1:60,363198767.554628,38.88118207,-77.11464965,46.0,132.0,38.0,-1.0,-1.0,50
68:7f:74:40:a9:d9,363198767.554628,38.88118743,-77.11464643,42.0,151.0,41.0,-1.0,-1.0,50
0:26:62:62:da:6d,363198767.554628,38.88105738,-77.11495137,198.0,146.0,49.0,-1.0,-1.0,50
a0:cf:5b:a3:bb:10,363198767.554628,38.87989032,-77.11459982,42.0,103.0,13.0,-1.0,-1.0,50
0:24:6c:67:d8:60,363198767.554628,38.88113468,-77.11481225,55.0,103.0,13.0,-1.0,-1.0,50
0:1f:90:c9:21:e0,363198767.554628,38.88092136,-77.11511111,75.0,125.0,32.0,-1.0,-1.0,50
0:1f:90:d5:88:c0,363198767.554628,38.88114631,-77.11478596,60.0,137.0,40.0,-1.0,-1.0,50
0:22:57:ea:57:d6,363198767.554628,38.88042634,-77.11354798,42.0,113.0,9.0,-1.0,-1.0,50
0:1c:df:e1:da:89,363198767.554628,38.88107025,-77.11494827,65.0,139.0,43.0,-1.0,-1.0,50
20:37:6:a4:88:61,363198767.554628,38.88108205,-77.11493337,42.0,159.0,49.0,-1.0,-1.0,50
0:1d:71:20:dc:20,363198767.554628,38.8799836,-77.11388993,51.0,101.0,23.0,-1.0,-1.0,50
0:26:f2:93:c:2e,363198767.554628,38.88118231,-77.11406296,44.0,127.0,30.0,-1.0,-1.0,50
94:44:52:42:2a:c2,363198767.554628,38.88108676,-77.11494016,46.0,136.0,40.0,-1.0,-1.0,50
0:24:6c:67:d5:20,363198767.554628,38.88121426,-77.11460906,44.0,136.0,40.0,-1.0,-1.0,50
0:1f:90:fa:e8:44,363198767.554628,38.88114249,-77.11395609,46.0,144.0,27.0,-1.0,-1.0,50
0:16:b6:b0:0:ba,363198767.554628,38.87986481,-77.11456096,56.0,103.0,22.0,-1.0,-1.0,50
0:24:6c:67:e6:80,363198767.554628,38.88122177,-77.11458957,47.0,103.0,22.0,-1.0,-1.0,50
0:1d:71:20:dc:21,363198767.554628,38.87998753,-77.1138671,51.0,101.0,24.0,-1.0,-1.0,50
0:12:e:41:21:bc,363198767.554628,38.88109624,-77.11385619,42.0,151.0,20.0,-1.0,-1.0,50
0:7f:28:14:34:2a,363198767.554628,38.88122314,-77.114196,42.0,144.0,23.0,-1.0,-1.0,50
64:a0:e7:90:fc:7d,363198767.554628,38.87986922,-77.11463046,42.0,103.0,14.0,-1.0,-1.0,50
0:26:f3:f9:19:f8,363198767.554628,38.88119369,-77.11473381,50.0,139.0,41.0,-1.0,-1.0,50
10:9a:dd:85:69:55,363198767.554628,38.88121396,-77.11466306,92.0,141.0,43.0,-1.0,-1.0,50
a0:cf:5b:a3:bb:11,363198767.554628,38.87985807,-77.11458516,42.0,108.0,18.0,-1.0,-1.0,50
0:26:b8:31:d7:80,363198767.554628,38.8811196,-77.11387211,60.0,134.0,40.0,-1.0,-1.0,50
0:1f:90:ea:fc:9,363198767.554628,38.88113367,-77.11389482,62.0,138.0,34.0,-1.0,-1.0,50
0:18:1:f0:e7:42,363198767.554628,38.88113468,-77.11389333,56.0,123.0,34.0,-1.0,-1.0,50
0:26:62:e9:f:ac,363198767.554628,38.88111609,-77.11385601,60.0,133.0,43.0,-1.0,-1.0,50
0:22:3f:6d:37:f8,363198767.554628,38.88112473,-77.11386859,64.0,138.0,41.0,-1.0,-1.0,50
64:a0:e7:90:fc:7f,363198767.554628,38.87985378,-77.11461949,42.0,112.0,21.0,-1.0,-1.0,50
0:26:b8:43:66:43,363198767.554628,38.88115119,-77.1139096,51.0,138.0,38.0,-1.0,-1.0,50
0:24:6c:67:e4:a1,363198767.554628,38.88062649,-77.11530834,43.0,146.0,28.0,-1.0,-1.0,50
0:1e:2a:6f:7e:0,363198767.554628,38.88116562,-77.11393225,50.0,142.0,35.0,-1.0,-1.0,50
0:26:b8:b5:b2:6d,363198767.554628,38.88109195,-77.11499398,66.0,124.0,35.0,-1.0,-1.0,50
30:46:9a:0:d2:38,363198767.554628,38.88116389,-77.11392605,49.0,138.0,34.0,-1.0,-1.0,50
0:26:f3:f9:19:f9,363198767.554628,38.88121253,-77.11474424,47.0,139.0,37.0,-1.0,-1.0,50
0:7f:28:15:3:83,363198767.554628,38.88115108,-77.11389434,44.0,145.0,28.0,-1.0,-1.0,50
0:7f:28:c3:39:ab,363198767.554628,38.88114297,-77.11387664,46.0,139.0,23.0,-1.0,-1.0,50
0:26:f3:f9:19:fb,363198767.554628,38.88122355,-77.11474031,46.0,140.0,38.0,-1.0,-1.0,50
0:7f:28:11:e9:d5,363198767.554628,38.88113188,-77.11384069,78.0,143.0,18.0,-1.0,-1.0,50
30:46:9a:82:a7:3c,363198767.554628,38.88119602,-77.1139698,45.0,134.0,36.0,-1.0,-1.0,50
0:7f:28:b7:97:1,363198767.554628,38.8812592,-77.11417955,65.0,150.0,31.0,-1.0,-1.0,50
0:24:6c:67:d4:e0,363198767.554628,38.88127774,-77.11446654,42.0,150.0,31.0,-1.0,-1.0,50
0:26:b8:ac:1b:89,363198767.554628,38.88052988,-77.11533594,68.0,126.0,38.0,-1.0,-1.0,50
0:24:6c:67:e4:80,363198767.554628,38.88087898,-77.11523902,84.0,155.0,46.0,-1.0,-1.0,50
0:26:f3:f9:19:fa,363198767.554628,38.88123691,-77.11473023,45.0,137.0,38.0,-1.0,-1.0,50
0:18:1:f0:f5:cd,363198767.554628,38.8809126,-77.11521905,95.0,135.0,45.0,-1.0,-1.0,50
0:1f:90:c8:66:fc,363198767.554628,38.88112747,-77.11380982,42.0,148.0,26.0,-1.0,-1.0,50
0:1f:90:c3:b1:ec,363198767.554628,38.88128024,-77.11425334,47.0,147.0,22.0,-1.0,-1.0,50
0:23:69:99:e:d8,363198767.554628,38.88125306,-77.1141054,49.0,123.0,33.0,-1.0,-1.0,50
0:24:6c:67:db:20,363198767.554628,38.88128876,-77.11442208,51.0,123.0,33.0,-1.0,-1.0,50
0:1f:90:ea:92:56,363198767.554628,38.88120728,-77.11396157,57.0,132.0,36.0,-1.0,-1.0,50
0:7f:28:bd:eb:f8,363198767.554628,38.88110005,-77.11503183,68.0,132.0,67.0,-1.0,-1.0,50
0:1f:90:ea:5c:81,363198767.554628,38.88117229,-77.11388236,42.0,144.0,25.0,-1.0,-1.0,50
0:26:62:f1:94:3c,363198767.554628,38.88123279,-77.11402761,56.0,138.0,29.0,-1.0,-1.0,50
0:7f:28:30:9d:f,363198767.554628,38.88115584,-77.11495518,51.0,127.0,31.0,-1.0,-1.0,50
0:1c:b3:ab:8e:2b,363198767.554628,38.88123732,-77.11477315,45.0,131.0,34.0,-1.0,-1.0,50
0:1f:f3:c1:cb:c8,363198767.554628,38.88089221,-77.11354255,68.0,142.0,52.0,-1.0,-1.0,50
0:1a:70:62:c0:e9,363198767.554628,38.88116937,-77.11493539,49.0,130.0,36.0,-1.0,-1.0,50
84:c9:b2:5e:ae:52,363198767.554628,38.88092809,-77.11356574,42.0,155.0,38.0,-1.0,-1.0,50
0:24:6c:67:d9:20,363198767.554628,38.88128316,-77.11459887,42.0,155.0,38.0,-1.0,-1.0,50
0:1e:e5:83:38:6a,363198767.554628,38.88120877,-77.11393564,51.0,138.0,39.0,-1.0,-1.0,50
0:26:62:39:f6:da,363198767.554628,38.88118004,-77.11387288,63.0,137.0,40.0,-1.0,-1.0,50
0:c:41:f7:d7:58,363198767.554628,38.88120681,-77.11392968,44.0,138.0,24.0,-1.0,-1.0,50
0:26:62:7a:78:5a,363198767.554628,38.88117992,-77.11386185,42.0,147.0,25.0,-1.0,-1.0,50
0:1f:90:b5:83:d8,363198767.554628,38.88119029,-77.11387789,43.0,134.0,31.0,-1.0,-1.0,50
0:26:62:a9:74:be,363198767.554628,38.8811928,-77.11491352,47.0,131.0,37.0,-1.0,-1.0,50
94:44:52:6:f3:75,363198767.554628,38.88131052,-77.11434942,43.0,151.0,22.0,-1.0,-1.0,50
58:6d:8f:ee:db:6d,363198767.554628,38.88123071,-77.11395478,50.0,133.0,40.0,-1.0,-1.0,50
0:24:6c:67:e4:a0,363198767.554628,38.88063234,-77.11537438,44.0,135.0,34.0,-1.0,-1.0,50
10:9a:dd:82:d7:3,363198767.554628,38.88117551,-77.11496156,43.0,124.0,31.0,-1.0,-1.0,50
0:1f:90:fb:da:d4,363198767.554628,38.88121008,-77.11489284,57.0,122.0,34.0,-1.0,-1.0,50
0:7f:28:b:fc:1e,363198767.554628,38.88122832,-77.11393797,47.0,131.0,32.0,-1.0,-1.0,50
0:26:62:43:4c:28,363198767.554628,38.88123309,-77.11394715,48.0,137.0,35.0,-1.0,-1.0,50
0:22:6b:78:dc:ac,363198767.554628,38.88001751,-77.1136704,42.0,112.0,33.0,-1.0,-1.0,50
0:24:6c:67:e7:21,363198767.554628,38.88131654,-77.11449015,42.0,112.0,33.0,-1.0,-1.0,50
0:26:b8:a9:f4:f4,363198767.554628,38.88121652,-77.1148945,83.0,142.0,38.0,-1.0,-1.0,50
0:1a:70:56:11:7a,363198767.554628,38.88080561,-77.11533755,137.0,130.0,43.0,-1.0,-1.0,50
